Nicolai	c	-42.47	25.87	40.5
Kopff	c	-17.39	-89.68	40.5
Dorsum Guettard	o	-9.92	-18.26	40.5
Ball	c	-35.92	-8.39	40.3
Haldane	c	-1.66	84.11	40.3
Wright	c	-31.55	-86.74	40.2
Glushko	c	8.11	-77.67	40.1
Marius	c	11.90	-50.84	40.1
Rima Gay-Lussac	o	13.18	-22.33	40.0
Alpetragius	c	-16.05	-4.51	40.0
Rima Calippus	o	37.03	12.66	40.0
Aristarchus	c	23.73	-47.49	40.0
Markov	c	53.43	-62.84	39.9
Palmieri	c	-28.64	-47.80	39.8
Tacitus	c	-16.20	18.95	39.8
Newcomb	c	29.76	43.67	39.8
Harpalus	c	52.73	-43.49	39.8
Pons	c	-25.43	21.55	39.7
Maraldi	c	19.36	34.80	39.6
Mairan	c	41.60	-43.50	39.5
Cepheus	c	40.68	45.78	39.4
Urey	c	27.93	87.43	39.3
Cichus	c	-33.29	-21.18	39.2
Herschel	c	-5.69	-2.09	39.1
Henry	c	-23.97	-57.01	39.1
Runge	c	-2.43	86.81	39.0
Liebig	c	-24.35	-48.30	39.0
Celsius	c	-34.10	20.05	39.0
Airy	c	-18.14	5.61	38.9
Autolycus	c	30.68	1.49	38.9
Hypatia	c	-4.25	22.58	38.8
Lansberg	c	-0.31	-26.63	38.7
Manilius	c	14.45	9.07	38.3
Nicholson	c	-26.22	-85.21	38.1
Faye	c	-21.39	3.81	38.0
Mons Amundsen	o	-82.57	75.71	38.0
La Condamine	c	53.54	-28.22	37.8
Democritus	c	62.31	34.99	37.8
Ideler	c	-49.32	22.24	37.8
Fermat	c	-22.71	19.79	37.8
Jenkins	c	0.37	78.04	37.8
Shuckburgh	c	42.65	52.71	37.7
Fontenelle	c	63.42	-18.96	37.7
von Behring	c	-7.75	71.72	37.6
Sharp	c	45.75	-40.22	37.6
Mons Penck	o	-10.00	21.74	37.6
Bianchini	c	48.78	-34.37	37.6
C. Mayer	c	63.26	17.31	37.5
da Vinci	c	9.10	44.95	37.5
Rima Conon	o	18.69	1.85	37.3
Magelhaens	c	-11.98	44.07	37.2
Moigno	c	66.27	28.80	36.8
Briggs	c	26.45	-69.19	36.8
Pettit	c	-27.52	-86.75	36.7
Schröter	c	2.74	-6.98	36.7
Damoiseau	c	-4.85	-61.25	36.7
Monge	c	-19.24	47.54	36.6
Williams	c	42.02	37.31	36.4
Taylor	c	-5.28	16.65	36.4
Graff	c	-42.30	-88.71	36.2
Lacroix	c	-37.93	-59.20	36.1
Yakovkin	c	-54.42	-78.93	35.9
Herodotus	c	23.25	-49.84	35.9
Donati	c	-20.69	5.10	35.8
Zupus	c	-17.18	-52.37	35.3
Lockyer	c	-46.27	36.59	35.1
Rimae Taruntius	o	5.83	46.83	35.0
Rimae Secchi	o	0.99	44.08	35.0
Yerkes	c	14.60	51.70	34.9
Condon	c	1.87	60.36	34.9
Weigel	c	-58.39	-39.34	34.8
Louville	c	44.12	-46.04	34.8
Alhazen	c	15.91	71.83	34.6
Back	c	1.20	80.67	34.6
Tisserand	c	21.41	48.17	34.6
Halley	c	-8.05	5.73	34.6
Kao	c	-6.71	87.81	34.5
Warner	c	-3.98	87.35	34.5
Hooke	c	41.14	54.86	34.3
Godin	c	1.82	10.16	34.2
Egede	c	48.72	10.64	34.2
Timocharis	c	26.72	-13.10	34.1
Calippus	c	38.92	10.72	34.0
Brown	c	-46.53	-17.99	34.0
Tebbutt	c	9.46	53.52	34.0
Davy	c	-11.85	-8.15	33.9
Argelander	c	-16.55	5.80	33.7
Van Vleck	c	-1.77	78.20	33.5
Palisa	c	-9.47	-7.19	33.5
Dorsum Owen	o	25.14	11.09	33.5
Mason	c	42.70	30.51	33.3
Hell	c	-32.41	-7.80	33.3
T. Mayer	c	15.54	-29.17	33.1
Gaudibert	c	-10.93	37.82	33.1
Gould	c	-19.26	-17.25	33.0
Naonobu	c	-4.70	57.93	33.0
Anděl	c	-10.41	12.38	32.9
Auzout	c	10.21	64.01	32.9
Mons Wolff	o	16.88	-6.80	32.9
Timaeus	c	62.91	-0.55	32.8
Keldysh	c	51.23	43.65	32.8
de Gerlache	c	-88.48	-88.34	32.7
Mons Delisle	o	29.42	-35.79	32.4
Lindsay	c	-7.00	13.01	32.2
Delmotte	c	27.16	60.20	32.2
Mitchell	c	49.77	20.17	32.1
Nöggerath	c	-48.82	-45.84	32.1
Weinek	c	-27.57	37.06	32.0
Rimae Boscovich	o	9.87	11.27	32.0
Archytas	c	58.87	4.99	31.9
Debes	c	29.47	51.62	31.9
Hall	c	33.81	36.75	31.8
Bohnenberger	c	-16.24	40.06	31.7
Lick	c	12.36	52.84	31.6
Fontana	c	-16.04	-56.79	31.5
Weierstrass	c	-1.26	77.15	31.3
Lohrmann	c	-0.44	-67.38	31.3
Lyell	c	13.63	40.56	31.2
Ibn-Rushd	c	-11.69	21.71	31.1
Vitruvius	c	17.66	31.28	30.9
de Gasparis	c	-25.83	-50.83	30.9
Rima Hansteen	o	-12.09	-52.99	30.9
Torricelli	c	-4.72	28.40	30.9
Spallanzani	c	-46.38	24.73	30.9
Kant	c	-10.62	20.20	30.9
Thales	c	61.74	50.27	30.7
Rima Réaumur	o	-2.84	2.47	30.7
Mons Hansteen	o	-12.19	-50.21	30.6
Rima Yangel'	o	16.62	4.79	30.4
Dove	c	-46.83	31.42	30.4
Drebbel	c	-40.93	-49.12	30.2
Lambert	c	25.77	-20.99	30.1
Mons Ampère	o	19.32	-3.71	30.0
Reiner	c	6.92	-54.98	29.8
Sabine	c	1.38	20.07	29.8
D'Arrest	c	2.26	14.60	29.7
Horrocks	c	-3.99	5.85	29.7
Ritter	c	1.96	19.17	29.5
Kepler	c	8.12	-38.01	29.5
Kreiken	c	-9.05	84.55	29.4
Mons Vinogradov	o	22.35	-32.52	28.7
Atwood	c	-5.88	57.78	28.6
Grove	c	40.30	32.98	28.5
Littrow	c	21.50	31.39	28.5
Hind	c	-7.92	7.31	28.5
Encke	c	4.57	-36.68	28.3
Marco Polo	c	15.52	-2.05	28.3
Daniell	c	35.42	31.16	28.2
Wöhler	c	-38.25	31.35	28.1
Tannerus	c	-56.44	21.92	28.1
Sömmering	c	0.19	-7.53	28.0
Carrington	c	43.97	62.04	27.8
Mädler	c	-11.04	29.76	27.6
Rima Schröter	o	1.28	-6.25	27.2
Mons Gruithuisen Delta	o	36.07	-39.59	27.2
Menelaus	c	16.26	15.93	27.1
Rimae Palmieri	o	-27.83	-47.17	27.1
Proclus	c	16.09	46.89	26.9
Catalán	c	-45.70	-87.37	26.8
Helmert	c	-7.56	87.67	26.7
Mons Hadley	o	26.69	4.12	26.4
Vogel	c	-15.11	5.83	26.3
Dembowski	c	2.88	7.27	26.1
Euler	c	23.26	-29.18	26.0
Wolf	c	-22.79	-16.63	25.7
Wallace	c	20.26	-8.75	25.7
Baily	c	49.78	30.56	25.7
Spörer	c	-4.30	-1.77	25.6
Arago	c	6.15	21.43	25.5
Pomortsev	c	0.74	66.91	25.5
Franz	c	16.57	40.24	25.5
Schwabe	c	65.10	45.48	25.5
Gay-Lussac	c	13.88	-20.79	25.4
Ramsden	c	-32.96	-31.88	25.1
Foucault	c	50.46	-39.86	25.1
Horrebow	c	58.80	-40.93	25.0
Triesnecker	c	4.18	3.60	25.0
Puiseux	c	-27.82	-39.19	25.0
Swasey	c	-5.46	89.67	24.8
Delisle	c	29.98	-34.68	24.8
Shapley	c	9.35	56.83	24.8
Gambart	c	0.92	-15.24	24.7
Theaetetus	c	37.01	6.06	24.6
Ross	c	11.67	21.74	24.5
Mons Pico	o	45.82	-8.87	24.4
Kirchhoff	c	30.30	38.84	24.4
Mösting	c	-0.70	-5.88	24.4
Jansen	c	13.55	28.64	24.2
Schiaparelli	c	23.38	-58.82	24.2
Clausius	c	-36.90	-43.93	24.2
Burnham	c	-13.92	7.25	24.1
Robinson	c	59.06	-46.03	24.1
Ritchey	c	-11.13	8.48	24.1
Lawrence	c	7.35	43.30	24.0
McClure	c	-15.32	50.24	24.0
Helicon	c	40.43	-23.11	23.7
Sheepshanks	c	59.24	17.04	23.7
Lalande	c	-4.46	-8.65	23.5
Dale	c	-9.56	82.93	23.4
Müller	c	-7.64	2.04	23.4
van Albada	c	9.36	64.35	22.9
Krieger	c	29.02	-45.61	22.9
König	c	-24.23	-24.68	22.9
Bliss	c	53.04	-13.78	22.8
Rima Krieger	o	29.29	-46.26	22.6
Harding	c	43.54	-71.66	22.6
Epimenides	c	-40.92	-30.33	22.6
Crozier	c	-13.56	50.72	22.5
Mons Piton	o	40.72	-0.92	22.5
Loewy	c	-22.69	-32.85	22.5
Maskelyne	c	2.16	30.04	22.4
Picard	c	14.57	54.72	22.3
Bouguer	c	52.32	-35.82	22.2
Secchi	c	2.40	43.56	22.1
De Vico	c	-19.71	-60.32	22.1
Aryabhata	c	6.20	35.17	21.9
Lassell	c	-15.49	-7.90	21.8
Ukert	c	7.71	1.37	21.7
Mons La Hire	o	27.66	-25.51	21.7
Mont Blanc	o	45.41	0.44	21.6
Elger	c	-35.40	-29.81	21.5
Webb	c	-0.98	60.00	21.4
Haidinger	c	-39.18	-25.14	21.3
Fibiger	c	86.14	37.13	21.1
Protagoras	c	56.02	7.34	21.1
Burbidge	c	-86.35	48.60	21.0
Conon	c	21.66	1.95	21.0
Galle	c	55.87	22.33	21.0
Le Verrier	c	40.33	-20.61	20.5
Alfraganus	c	-5.42	18.97	20.5
Maclear	c	10.52	20.10	20.3
Promontorium Fresnel	o	28.63	4.75	20.0
Whitaker	c	-84.67	0.69	20.0
Carmichael	c	19.53	40.36	19.7
Mons Gruithuisen Gamma	o	36.56	-40.72	19.7
Auwers	c	15.00	17.12	19.6
Lichtenberg	c	31.85	-67.72	19.5
Black	c	-9.20	80.39	19.5
Flamsteed	c	-4.49	-44.34	19.3
Krogh	c	9.41	65.69	19.2
G. Bond	c	32.39	36.32	19.0
Peirce	c	18.26	53.35	18.9
Promontorium Agassiz	o	42.40	1.77	18.8
Virchow	c	9.88	83.77	18.8
Pytheas	c	20.57	-20.59	18.8
Kunowsky	c	3.22	-32.53	18.3
Theon Senior	c	-0.81	15.42	18.0
Hargreaves	c	-2.18	64.09	18.0
Respighi	c	2.86	71.90	17.9
Carrillo	c	-2.11	80.96	17.9
Bode	c	6.71	-2.45	17.8
Townley	c	3.42	63.19	17.7
Gardner	c	17.75	33.81	17.6
Theon Junior	c	-2.41	15.79	17.6
Dawes	c	17.21	26.34	17.6
Diophantus	c	27.62	-34.30	17.6
Bellot	c	-12.48	48.19	17.5
Geissler	c	-2.60	76.51	17.4
Winthrop	c	-10.76	-44.46	17.3
Dionysius	c	2.77	17.29	17.2
Mons Hadley Delta	o	25.72	3.71	17.2
Somerville	c	-8.33	64.96	17.1
Cartwright	c	-87.65	-46.95	17.0
Sosigenes	c	8.70	17.60	17.0
Elmer	c	-10.23	84.18	16.9
Stose	c	-86.38	32.13	16.7
Lallemand	c	-14.40	-84.21	16.7
Maury	c	37.11	39.69	16.6
Promontorium Deville	o	43.31	1.14	16.6
Lepaute	c	-33.30	-33.69	16.4
Liouville	c	2.73	73.57	16.1
Galilaei	c	10.48	-62.83	16.0
Hermann	c	-0.87	-57.47	15.9
Glaisher	c	13.19	49.34	15.9
Mons Maraldi	o	20.34	35.50	15.9
Hill	c	20.91	40.81	15.9
Birt	c	-22.36	-8.59	15.8
Cartan	c	4.24	59.29	15.6
Carrel	c	10.67	26.68	15.6
Bessel	c	21.73	17.92	15.6
Watts	c	8.84	46.31	15.6
Pickering	c	-2.88	6.99	15.4
Svedberg	c	-81.68	65.15	15.3
Esclangon	c	21.47	42.06	15.3
Rima Zahia	o	25.02	-30.46	15.2
Dunthorne	c	-30.12	-31.71	15.1
Born	c	-6.05	66.83	15.1
Manners	c	4.57	19.99	15.0
Rima Carmen	o	19.95	29.30	15.0
Rima Dawes	o	17.58	26.63	15.0
Gruithuisen	c	32.89	-39.78	15.0
Daly	c	5.74	59.50	15.0
Herigonius	c	-13.36	-33.97	14.9
Darney	c	-14.61	-23.57	14.8
Nicollet	c	-21.95	-12.50	14.7
Peters	c	68.07	29.39	14.7
Daubrée	c	15.73	14.75	14.7
Rima Cleopatra	o	30.03	-53.80	14.7
Greaves	c	13.18	52.79	14.3
Cayley	c	3.94	15.09	14.2
Brayley	c	20.90	-36.94	14.2
Hortensius	c	6.47	-28.00	14.2
Lubbock	c	-3.99	41.79	14.1
Messier	c	-1.90	47.65	13.8
Stewart	c	2.15	66.98	13.8
Rima Wan-Yu	o	19.98	-31.43	13.7
Morley	c	-2.82	64.62	13.7
C. Herschel	c	34.48	-31.29	13.7
Heis	c	32.47	-31.98	13.7
Mons Moro	o	-11.84	-19.84	13.7
von Baeyer	c	-81.80	61.87	13.5
Knox-Shaw	c	5.36	80.19	13.4
Fredholm	c	18.37	46.55	13.4
Hinshelwood	c	89.41	-51.89	13.3
Lindbergh	c	-5.41	52.90	13.3
Mons Usov	o	11.91	63.26	13.2
Spurr	c	27.91	-1.27	13.2
Chladni	c	3.99	1.12	13.1
Acosta	c	-5.65	60.14	13.1
Whewell	c	4.16	13.73	13.0
Tolansky	c	-9.52	-15.98	13.0
Biot	c	-22.70	51.08	13.0
Spudis	c	-89.51	-84.61	13.0
Piazzi Smyth	c	41.91	-3.24	13.0
Grignard	c	84.54	-75.83	13.0
Silberschlag	c	6.21	12.53	12.6
Peek	c	2.76	86.96	12.5
Bancroft	c	28.07	-6.43	12.5
Leakey	c	-3.19	37.46	12.5
Lamèch	c	42.79	13.15	12.4
Asada	c	7.25	49.90	12.4
Talbot	c	-2.47	85.30	12.4
Wildt	c	9.02	75.83	12.3
Al-Bakri	c	14.34	20.25	12.2
Milichius	c	10.01	-30.23	12.2
Slocum	c	-3.15	89.07	12.2
Dechen	c	46.12	-68.18	12.0
Ibn Bajja	c	-86.30	-75.04	12.0
Fauth	c	6.23	-20.14	11.9
Franck	c	22.59	35.56	11.9
Cauchy	c	9.56	38.63	11.8
Euclides	c	-7.40	-29.56	11.8
Kirch	c	39.27	-5.62	11.7
Sinas	c	8.85	31.60	11.7
Sulpicius Gallus	c	19.63	11.68	11.6
Ibn Battuta	c	-6.95	50.44	11.5
Wapowski	c	-83.08	53.79	11.5
Rosse	c	-17.95	34.98	11.4
Lebesgue	c	-5.14	88.97	11.4
Turner	c	-1.40	-13.24	11.2
Promontorium Archerusia	o	16.80	21.94	11.2
Zähringer	c	5.51	40.21	11.2
Boethius	c	5.57	72.33	11.2
Schmidt	c	0.96	18.78	11.1
Dollond	c	-10.48	14.41	11.0
Natasha	c	19.98	-31.16	11.0
Rimae Prinz	o	27.05	-43.51	10.9
Erlanger	c	86.99	28.62	10.9
Cameron	c	6.19	45.93	10.9
Avery	c	-1.32	81.37	10.7
Carlini	c	33.75	-24.12	10.7
Mons Heng	o	42.56	-52.12	10.6
Fabbroni	c	18.66	29.27	10.5
Rima Vladimir	o	25.20	-0.75	10.5
Rankine	c	-3.87	71.49	10.5
Abbot	c	5.56	54.74	10.4
Ariadaeus	c	4.55	17.28	10.4
Rimae Vasco da Gama	o	11.55	-84.03	10.4
Kundt	c	-11.57	-11.57	10.3
Catena Littrow	o	22.23	29.61	10.3
Anville	c	1.84	49.51	10.3
Aratus	c	23.58	4.51	10.2
Raman	c	26.96	-55.16	10.2
Patricia	c	24.91	0.50	10.1
Béla	c	24.67	2.27	10.1
Swift	c	19.35	53.44	10.1
Naumann	c	35.38	-62.02	9.9
Norman	c	-11.78	-30.35	9.9
Bessarion	c	14.85	-37.31	9.8
Brewster	c	23.27	34.69	9.8
Wichmann	c	-7.54	-38.13	9.8
Bombelli	c	5.28	56.19	9.7
De Morgan	c	3.31	14.89	9.7
Nielsen	c	31.80	-51.76	9.6
Wollaston	c	30.60	-46.98	9.6
Sabatier	c	13.19	79.01	9.6
Angström	c	29.90	-41.67	9.6
Catena Pierre	o	19.76	-31.86	9.4
Gore	c	86.18	-62.31	9.4
Crile	c	14.21	45.98	9.3
Luther	c	33.20	24.15	9.3
Ameghino	c	3.30	57.04	9.2
Galen	c	21.95	4.96	9.2
Van Biesbroeck	c	28.77	-45.59	9.1
Beer	c	27.07	-9.10	9.1
Floss	c	-84.28	42.27	9.0
Easley	c	-23.69	87.97	9.0
Feuillée	c	27.37	-9.46	8.9
Brackett	c	17.84	23.54	8.9
Santos-Dumont	c	27.79	4.75	8.8
Hyginus	c	7.76	6.27	8.7
Rupes Boris	o	30.67	-33.60	8.6
Cajal	c	12.59	31.08	8.6
Al-Marrakushi	c	-10.45	55.77	8.6
Ammonius	c	-8.52	-0.83	8.6
Trouvelot	c	49.37	5.79	8.5
Suess	c	4.36	-47.72	8.4
Beketov	c	16.23	29.18	8.3
Rima Rudolf	o	19.71	29.62	8.3
Seeliger	c	-2.22	3.00	8.3
Malinkin	c	-87.22	75.94	8.3
Theiler	c	13.36	82.85	8.3
Draper	c	17.56	-21.75	8.3
Taizo	c	24.70	2.20	8.2
Väisälä	c	25.90	-47.90	8.1
Bowen	c	17.63	9.10	8.1
Theophrastus	c	17.46	39.06	8.0
Artsimovich	c	27.61	-36.63	8.0
Mons Esam	o	14.61	35.71	7.9
Yangel'	c	16.96	4.69	7.9
Rimae Doppelmayer	o	-26.23	-44.53	7.8
Catena Brigitte	o	18.50	27.49	7.7
Sarabhai	c	24.75	21.00	7.4
Jomo	c	24.41	2.44	7.4
Dorsum Thera	o	24.40	-31.42	7.2
Toscanelli	c	27.96	-47.61	7.1
Tooley	c	-88.04	51.31	7.0
McDonald	c	30.39	-20.88	7.0
MacMillan	c	24.20	-7.85	6.9
Heinrich	c	24.84	-15.37	6.9
Lucian	c	14.34	36.78	6.8
Maestlin	c	4.90	-40.72	6.8
Tucker	c	-5.62	88.21	6.8
Mons Herodotus	o	27.50	-52.94	6.8
Lippershey	c	-25.96	-10.38	6.7
Clerke	c	21.68	29.80	6.7
Fahrenheit	c	13.12	61.71	6.7
Marth	c	-31.16	-29.35	6.5
Tacquet	c	16.64	19.20	6.4
Mons Latreille	o	18.47	61.92	6.4
Kuiper	c	-9.78	-22.68	6.3
Moltke	c	-0.59	24.16	6.2
Bruce	c	1.16	0.37	6.1
Landsteiner	c	31.30	-14.79	6.1
Fedorov	c	28.23	-37.05	6.1
Smithson	c	2.38	53.64	6.0
Bobillier	c	19.63	15.44	6.0
Deseilligny	c	21.13	20.59	6.0
Wallach	c	4.89	32.27	5.7
Golgi	c	27.78	-59.96	5.6
Kathleen	c	25.34	-0.83	5.4
Banting	c	26.58	16.43	5.1
Joy	c	25.01	6.56	5.1
Petit	c	2.32	63.46	5.0
Mirzakhani	c	-17.47	85.20	5.0
Blagg	c	1.22	1.46	5.0
Scheele	c	-9.45	-37.85	4.7
Carlos	c	24.91	2.28	4.7
Borel	c	22.37	26.42	4.7
Very	c	25.62	25.35	4.7
Marvin	c	-89.13	-87.78	4.6
Zinner	c	26.64	-58.86	4.6
Catena Yuri	o	24.41	-30.38	4.5
Jehan	c	20.71	-31.86	4.5
Rocco	c	28.91	-45.00	4.4
Humason	c	30.73	-56.66	4.3
Rima Reiko	o	18.55	27.71	4.3
Armstrong	c	1.35	24.94	4.2
Censorinus	c	-0.42	32.69	4.1
Finsch	c	23.58	21.27	4.1
Rubin	c	-82.82	77.65	4.0
Rima Marcello	o	18.59	27.74	4.0
Rima Sung-Mei	o	24.59	11.28	3.9
Ivan	c	26.86	-43.26	3.8
Ching-Te	c	20.02	29.97	3.7
Bay	c	-88.76	-36.85	3.5
Huxley	c	20.20	-4.54	3.5
Michael	c	25.05	0.21	3.5
Menzel	c	3.41	36.94	3.4
Ruth	c	28.71	-45.06	3.1
Ina	c	18.66	5.30	3.0
Vallis Krishna	o	24.50	11.26	2.9
Curtis	c	14.57	56.79	2.9
Hornsby	c	23.80	12.51	2.9
Freud	c	25.79	-52.40	2.8
Caventou	c	29.74	-29.38	2.8
Aldrin	c	1.41	22.09	2.8
Eckert	c	17.28	58.38	2.6
Collins	c	1.30	23.71	2.6
Aloha	c	29.79	-53.88	2.5
Amontons	c	-5.34	46.78	2.5
Chang-Ngo	c	-12.69	-2.16	2.3
Akis	c	20.01	-31.76	2.3
Artemis	c	25.03	-25.36	2.3
Vera	c	26.33	-43.71	2.3
Linné	c	27.75	11.80	2.2
Pei Xiu	c	44.06	-52.75	2.2
Pupin	c	23.87	-11.00	2.2
Ann	c	25.11	-0.05	2.1
Vallis Christel	o	24.54	11.08	2.1
Gaston	c	30.88	-33.96	2.0
Soraya	c	-12.87	-1.63	1.9
Samir	c	28.50	-34.29	1.9
Donna	c	7.22	38.30	1.8
Sampson	c	29.58	-16.53	1.8
Julienne	c	26.06	3.13	1.8
Song Yingxing	c	42.34	-49.65	1.8
Jaci	c	-85.42	31.23	1.8
Osman	c	-10.98	-6.25	1.8
Boris	c	30.53	-33.50	1.7
Ravi	c	-12.50	-1.97	1.6
Abetti	c	20.11	27.82	1.6
Delia	c	-10.91	-6.13	1.6
Diana	c	14.29	35.65	1.6
Verne	c	24.95	-25.38	1.5
Ian	c	25.72	-0.39	1.5
Liu Hui	c	42.88	-52.61	1.5
Priscilla	c	-10.96	-6.21	1.5
Grace	c	14.21	35.89	1.5
Felix	c	25.09	-25.38	1.4
Alan	c	-10.93	-6.17	1.4
Harold	c	-10.88	-6.07	1.4
Lhamu	c	-85.92	-1.62	1.4
Masina	c	-85.42	32.15	1.4
Charles	c	29.90	-26.37	1.3
Annegrit	c	29.43	-25.64	1.3
Walter	c	28.04	-33.81	1.3
Courtney	c	25.14	-30.81	1.2
Isabel	c	28.18	-34.07	1.2
José	c	-12.68	-1.66	1.2
Linda	c	30.69	-33.38	1.1
Mavis	c	29.76	-26.36	1.1
Monira	c	-12.54	-1.73	1.1
Osiris	c	18.65	27.65	1.0
Susan	c	-11.00	-6.30	1.0
Shen Kuo	c	44.00	-49.41	0.9
Ango	c	20.48	-32.34	0.9
Rosa	c	20.30	-32.30	0.8
Dawa	c	-85.45	31.66	0.7
Louise	c	28.49	-34.20	0.6
Jerik	c	18.53	27.63	0.6
Isis	c	18.95	27.48	0.6
Manuel	c	24.47	11.36	0.6
Robert	c	19.03	27.45	0.6
Mary	c	18.93	27.39	0.5
Yoshi	c	24.56	10.99	0.5
Tai Wei	c	44.15	-19.49	0.5
Tian Shi	c	44.10	-19.45	0.5
Zi Wei	c	44.12	-19.52	0.4
Osama	c	18.61	5.27	0.4
Stella	c	19.91	29.76	0.4
Borya	c	38.28	-35.01	0.4
Xu Guangqi	c	43.06	-51.93	0.4
Dag	c	18.71	5.26	0.4
Shioli	c	-13.33	25.23	0.3
McGetchin	c	1.35	67.18	0.2
Gena	c	38.27	-35.01	0.2
Mareta	c	36.45	-40.81	0.1
Kolya	c	38.31	-35.00	0.1
Kostya	c	38.26	-35.02	0.1
Valera	c	38.29	-35.02	0.1
Vitya	c	38.27	-35.03	0.1
Leonid	c	38.31	-35.01	0.1
Nikolya	c	38.20	-34.98	0.1
Igor	c	38.25	-35.01	0.1
Slava	c	38.23	-35.00	0.1
Vasya	c	38.20	-34.98	0.1
Albert	c	38.32	-35.01	0.1
Guang Han Gong	o	44.12	-19.51	0.1
Lev	c	12.71	62.21	0.1
Statio Tianchuan	o	43.06	-51.92	0.0
Ballet	c	20.17	30.57	0.0
Statio Tranquillitatis	o	0.67	23.47	0.0
Planitia Descensus	p	7.18	-64.15	0.0
Mons Agnes	o	18.66	5.33	0.0
Statio Shiv Shakti	o	-69.37	32.32	0.0
